# ground truth trajectory
# file: 'rgbd_dataset_freiburg3_sitting_static.bag'
# timestamp tx ty tz qx qy qz qw
1341845691.6222 -0.7200 -2.9858 1.4322 -0.7849 -0.0109 -0.0198 0.6193
1341845691.6322 -0.7198 -2.9858 1.4323 -0.7844 -0.0112 -0.0211 0.6198
1341845691.6424 -0.7197 -2.9860 1.4323 -0.7841 -0.0113 -0.0222 0.6201
1341845691.6522 -0.7195 -2.9861 1.4323 -0.7838 -0.0113 -0.0227 0.6205
1341845691.6622 -0.7193 -2.9863 1.4323 -0.7839 -0.0111 -0.0223 0.6204
1341845691.6722 -0.7192 -2.9863 1.4324 -0.7839 -0.0104 -0.0213 0.6205
1341845691.6822 -0.7189 -2.9863 1.4325 -0.7835 -0.0099 -0.0201 0.6210
1341845691.6921 -0.7188 -2.9864 1.4325 -0.7835 -0.0095 -0.0191 0.6211
1341845691.7021 -0.7186 -2.9865 1.4325 -0.7836 -0.0094 -0.0182 0.6210
1341845691.7122 -0.7184 -2.9865 1.4324 -0.7833 -0.0095 -0.0173 0.6214
1341845691.7222 -0.7182 -2.9866 1.4322 -0.7834 -0.0098 -0.0169 0.6212
1341845691.7322 -0.7180 -2.9865 1.4321 -0.7832 -0.0097 -0.0171 0.6215
1341845691.7421 -0.7177 -2.9865 1.4321 -0.7831 -0.0099 -0.0177 0.6215
1341845691.7523 -0.7175 -2.9864 1.4319 -0.7833 -0.0099 -0.0186 0.6213
1341845691.7622 -0.7173 -2.9864 1.4317 -0.7836 -0.0098 -0.0195 0.6209
1341845691.7722 -0.7170 -2.9863 1.4315 -0.7841 -0.0096 -0.0206 0.6203
1341845691.7833 -0.7167 -2.9862 1.4312 -0.7844 -0.0092 -0.0209 0.6198
1341845691.7922 -0.7164 -2.9862 1.4311 -0.7847 -0.0088 -0.0211 0.6194
1341845691.8022 -0.7162 -2.9862 1.4309 -0.7848 -0.0082 -0.0212 0.6193
1341845691.8122 -0.7160 -2.9862 1.4308 -0.7849 -0.0076 -0.0208 0.6192
1341845691.8223 -0.7157 -2.9862 1.4307 -0.7848 -0.0073 -0.0203 0.6194
1341845691.8322 -0.7155 -2.9862 1.4306 -0.7848 -0.0076 -0.0199 0.6194
1341845691.8422 -0.7153 -2.9861 1.4305 -0.7846 -0.0079 -0.0195 0.6196
1341845691.8522 -0.7151 -2.9861 1.4303 -0.7844 -0.0086 -0.0192 0.6200
1341845691.8621 -0.7148 -2.9861 1.4302 -0.7844 -0.0092 -0.0193 0.6198
1341845691.8722 -0.7147 -2.9861 1.4301 -0.7844 -0.0096 -0.0193 0.6199
1341845691.8822 -0.7145 -2.9861 1.4301 -0.7843 -0.0097 -0.0197 0.6200
1341845691.8922 -0.7143 -2.9861 1.4301 -0.7843 -0.0096 -0.0201 0.6200
1341845691.9021 -0.7141 -2.9862 1.4300 -0.7843 -0.0092 -0.0203 0.6199
1341845691.9122 -0.7138 -2.9862 1.4299 -0.7841 -0.0085 -0.0205 0.6202
1341845691.9221 -0.7135 -2.9861 1.4299 -0.7837 -0.0080 -0.0201 0.6207
1341845691.9322 -0.7134 -2.9862 1.4298 -0.7836 -0.0077 -0.0195 0.6209
1341845691.9422 -0.7132 -2.9862 1.4298 -0.7835 -0.0080 -0.0187 0.6211
1341845691.9524 -0.7131 -2.9863 1.4299 -0.7833 -0.0083 -0.0176 0.6213
1341845691.9622 -0.7130 -2.9864 1.4298 -0.7828 -0.0090 -0.0160 0.6220
1341845691.9722 -0.7129 -2.9863 1.4298 -0.7823 -0.0095 -0.0143 0.6226
1341845691.9822 -0.7127 -2.9865 1.4298 -0.7822 -0.0097 -0.0126 0.6228
1341845691.9922 -0.7124 -2.9865 1.4299 -0.7818 -0.0104 -0.0107 0.6233
1341845692.0022 -0.7123 -2.9867 1.4301 -0.7817 -0.0103 -0.0092 0.6235
1341845692.0122 -0.7121 -2.9867 1.4301 -0.7815 -0.0101 -0.0085 0.6238
1341845692.0222 -0.7120 -2.9868 1.4302 -0.7813 -0.0098 -0.0076 0.6241
1341845692.0322 -0.7117 -2.9869 1.4302 -0.7814 -0.0096 -0.0073 0.6240
1341845692.0423 -0.7114 -2.9869 1.4301 -0.7812 -0.0091 -0.0070 0.6241
1341845692.0522 -0.7111 -2.9870 1.4302 -0.7811 -0.0091 -0.0070 0.6243
1341845692.0621 -0.7107 -2.9870 1.4302 -0.7811 -0.0092 -0.0068 0.6242
1341845692.0722 -0.7107 -2.9870 1.4304 -0.7809 -0.0091 -0.0062 0.6246
1341845692.0826 -0.7105 -2.9871 1.4304 -0.7806 -0.0095 -0.0058 0.6250
1341845692.0921 -0.7103 -2.9870 1.4304 -0.7803 -0.0101 -0.0053 0.6253
1341845692.1049 -0.7101 -2.9871 1.4305 -0.7802 -0.0103 -0.0051 0.6254
1341845692.1122 -0.7098 -2.9872 1.4305 -0.7804 -0.0104 -0.0052 0.6252
1341845692.1222 -0.7096 -2.9873 1.4306 -0.7805 -0.0106 -0.0052 0.6251
1341845692.1321 -0.7093 -2.9875 1.4308 -0.7808 -0.0103 -0.0056 0.6247
1341845692.1422 -0.7090 -2.9876 1.4310 -0.7810 -0.0102 -0.0062 0.6244
1341845692.1522 -0.7087 -2.9878 1.4312 -0.7809 -0.0100 -0.0069 0.6246
1341845692.1622 -0.7085 -2.9880 1.4313 -0.7808 -0.0099 -0.0071 0.6247
1341845692.1722 -0.7082 -2.9881 1.4314 -0.7803 -0.0100 -0.0072 0.6253
1341845692.1821 -0.7080 -2.9883 1.4316 -0.7799 -0.0099 -0.0070 0.6258
1341845692.1922 -0.7077 -2.9886 1.4318 -0.7798 -0.0099 -0.0067 0.6259
1341845692.2033 -0.7075 -2.9887 1.4321 -0.7796 -0.0097 -0.0064 0.6261
1341845692.2122 -0.7072 -2.9889 1.4322 -0.7797 -0.0096 -0.0057 0.6260
1341845692.2222 -0.7070 -2.9890 1.4323 -0.7796 -0.0095 -0.0053 0.6262
1341845692.2322 -0.7068 -2.9891 1.4323 -0.7797 -0.0093 -0.0052 0.6261
1341845692.2422 -0.7066 -2.9892 1.4324 -0.7798 -0.0092 -0.0052 0.6259
1341845692.2535 -0.7064 -2.9892 1.4325 -0.7796 -0.0091 -0.0058 0.6262
1341845692.2622 -0.7062 -2.9893 1.4325 -0.7801 -0.0094 -0.0062 0.6256
1341845692.2721 -0.7061 -2.9893 1.4326 -0.7798 -0.0092 -0.0068 0.6259
1341845692.2825 -0.7059 -2.9894 1.4327 -0.7801 -0.0095 -0.0070 0.6255
1341845692.2921 -0.7058 -2.9894 1.4327 -0.7801 -0.0097 -0.0073 0.6255
1341845692.3034 -0.7057 -2.9895 1.4328 -0.7801 -0.0101 -0.0072 0.6255
1341845692.3131 -0.7057 -2.9895 1.4328 -0.7802 -0.0104 -0.0068 0.6254
1341845692.3222 -0.7056 -2.9898 1.4330 -0.7805 -0.0108 -0.0064 0.6250
1341845692.3321 -0.7055 -2.9899 1.4332 -0.7803 -0.0111 -0.0060 0.6253
1341845692.3422 -0.7054 -2.9901 1.4334 -0.7801 -0.0114 -0.0057 0.6255
1341845692.3522 -0.7054 -2.9903 1.4336 -0.7798 -0.0115 -0.0055 0.6259
1341845692.3621 -0.7053 -2.9906 1.4339 -0.7796 -0.0117 -0.0054 0.6261
1341845692.3722 -0.7052 -2.9909 1.4341 -0.7795 -0.0121 -0.0060 0.6263
1341845692.3822 -0.7052 -2.9912 1.4344 -0.7792 -0.0122 -0.0062 0.6267
1341845692.3922 -0.7051 -2.9914 1.4345 -0.7789 -0.0124 -0.0066 0.6270
1341845692.4022 -0.7051 -2.9917 1.4348 -0.7789 -0.0127 -0.0070 0.6270
1341845692.4122 -0.7053 -2.9924 1.4348 -0.7794 -0.0113 -0.0069 0.6264
1341845692.4224 -0.7053 -2.9927 1.4350 -0.7794 -0.0115 -0.0072 0.6263
1341845692.4322 -0.7052 -2.9928 1.4353 -0.7793 -0.0120 -0.0072 0.6265
1341845692.4422 -0.7052 -2.9932 1.4355 -0.7795 -0.0123 -0.0073 0.6262
1341845692.4539 -0.7052 -2.9935 1.4358 -0.7794 -0.0124 -0.0075 0.6263
1341845692.4622 -0.7049 -2.9934 1.4364 -0.7785 -0.0148 -0.0082 0.6274
1341845692.4722 -0.7049 -2.9936 1.4366 -0.7783 -0.0150 -0.0080 0.6277
1341845692.4823 -0.7050 -2.9939 1.4369 -0.7781 -0.0153 -0.0080 0.6279
1341845692.4922 -0.7049 -2.9942 1.4370 -0.7781 -0.0155 -0.0083 0.6279
1341845692.5025 -0.7050 -2.9946 1.4373 -0.7780 -0.0158 -0.0079 0.6281
1341845692.5121 -0.7049 -2.9949 1.4376 -0.7777 -0.0157 -0.0081 0.6283
1341845692.5221 -0.7051 -2.9956 1.4375 -0.7783 -0.0168 -0.0084 0.6277
1341845692.5321 -0.7051 -2.9960 1.4378 -0.7779 -0.0167 -0.0085 0.6281
1341845692.5432 -0.7052 -2.9963 1.4380 -0.7775 -0.0170 -0.0087 0.6285
1341845692.5521 -0.7053 -2.9967 1.4382 -0.7773 -0.0173 -0.0087 0.6288
1341845692.5622 -0.7053 -2.9971 1.4384 -0.7773 -0.0176 -0.0089 0.6288
1341845692.5721 -0.7054 -2.9973 1.4386 -0.7772 -0.0180 -0.0088 0.6289
1341845692.5823 -0.7055 -2.9977 1.4389 -0.7773 -0.0179 -0.0089 0.6288
1341845692.5925 -0.7057 -2.9979 1.4391 -0.7772 -0.0176 -0.0092 0.6290
1341845692.6022 -0.7061 -2.9985 1.4390 -0.7774 -0.0155 -0.0089 0.6287
1341845692.6121 -0.7063 -2.9989 1.4393 -0.7773 -0.0152 -0.0092 0.6289
1341845692.6222 -0.7063 -2.9993 1.4393 -0.7771 -0.0150 -0.0094 0.6291
1341845692.6321 -0.7065 -2.9995 1.4394 -0.7765 -0.0150 -0.0094 0.6299
1341845692.6421 -0.7066 -2.9998 1.4395 -0.7765 -0.0151 -0.0094 0.6299
1341845692.6521 -0.7068 -3.0000 1.4397 -0.7766 -0.0152 -0.0092 0.6298
1341845692.6622 -0.7070 -3.0004 1.4399 -0.7765 -0.0155 -0.0089 0.6299
1341845692.6761 -0.7072 -3.0007 1.4401 -0.7766 -0.0158 -0.0084 0.6298
1341845692.6825 -0.7073 -3.0009 1.4402 -0.7765 -0.0160 -0.0084 0.6299
1341845692.6922 -0.7072 -3.0009 1.4405 -0.7761 -0.0172 -0.0090 0.6303
1341845692.7021 -0.7073 -3.0012 1.4405 -0.7763 -0.0172 -0.0092 0.6301
1341845692.7122 -0.7075 -3.0014 1.4406 -0.7763 -0.0169 -0.0093 0.6301
1341845692.7224 -0.7076 -3.0015 1.4406 -0.7762 -0.0165 -0.0097 0.6302
1341845692.7321 -0.7077 -3.0018 1.4407 -0.7763 -0.0161 -0.0100 0.6301
1341845692.7422 -0.7079 -3.0021 1.4408 -0.7763 -0.0157 -0.0102 0.6300
1341845692.7522 -0.7080 -3.0024 1.4409 -0.7762 -0.0156 -0.0104 0.6302
1341845692.7622 -0.7082 -3.0027 1.4410 -0.7761 -0.0158 -0.0107 0.6303
1341845692.7722 -0.7085 -3.0028 1.4410 -0.7756 -0.0165 -0.0106 0.6309
1341845692.7822 -0.7086 -3.0033 1.4412 -0.7759 -0.0176 -0.0104 0.6305
1341845692.7922 -0.7093 -3.0038 1.4411 -0.7757 -0.0171 -0.0101 0.6308
1341845692.8022 -0.7096 -3.0042 1.4412 -0.7755 -0.0180 -0.0104 0.6310
1341845692.8121 -0.7097 -3.0044 1.4414 -0.7752 -0.0187 -0.0108 0.6314
1341845692.8228 -0.7099 -3.0047 1.4415 -0.7749 -0.0191 -0.0115 0.6317
1341845692.8322 -0.7100 -3.0049 1.4416 -0.7747 -0.0191 -0.0122 0.6319
1341845692.8422 -0.7100 -3.0048 1.4421 -0.7737 -0.0175 -0.0127 0.6332
1341845692.8540 -0.7100 -3.0051 1.4422 -0.7737 -0.0175 -0.0133 0.6332
1341845692.8622 -0.7102 -3.0054 1.4423 -0.7733 -0.0175 -0.0135 0.6336
1341845692.8723 -0.7100 -3.0055 1.4427 -0.7724 -0.0191 -0.0141 0.6346
1341845692.8822 -0.7100 -3.0058 1.4428 -0.7722 -0.0195 -0.0139 0.6349
1341845692.8935 -0.7100 -3.0061 1.4430 -0.7719 -0.0199 -0.0138 0.6353
1341845692.9022 -0.7100 -3.0064 1.4431 -0.7720 -0.0200 -0.0138 0.6352
1341845692.9134 -0.7100 -3.0068 1.4433 -0.7720 -0.0205 -0.0138 0.6351
1341845692.9222 -0.7100 -3.0070 1.4434 -0.7717 -0.0207 -0.0138 0.6355
1341845692.9321 -0.7099 -3.0073 1.4436 -0.7717 -0.0207 -0.0144 0.6355
1341845692.9422 -0.7103 -3.0078 1.4434 -0.7720 -0.0193 -0.0141 0.6351
1341845692.9522 -0.7100 -3.0078 1.4439 -0.7717 -0.0205 -0.0152 0.6355
1341845692.9622 -0.7103 -3.0082 1.4438 -0.7716 -0.0190 -0.0148 0.6356
1341845692.9722 -0.7103 -3.0084 1.4438 -0.7715 -0.0190 -0.0150 0.6358
1341845692.9822 -0.7103 -3.0086 1.4440 -0.7710 -0.0190 -0.0150 0.6363
1341845692.9922 -0.7104 -3.0088 1.4441 -0.7709 -0.0191 -0.0148 0.6365
1341845693.0022 -0.7104 -3.0090 1.4440 -0.7709 -0.0192 -0.0149 0.6365
1341845693.0122 -0.7103 -3.0091 1.4441 -0.7709 -0.0194 -0.0148 0.6365
1341845693.0222 -0.7103 -3.0093 1.4441 -0.7711 -0.0193 -0.0150 0.6363
1341845693.0322 -0.7104 -3.0094 1.4441 -0.7713 -0.0192 -0.0151 0.6361
1341845693.0422 -0.7104 -3.0095 1.4442 -0.7714 -0.0190 -0.0154 0.6359
1341845693.0522 -0.7105 -3.0096 1.4442 -0.7710 -0.0190 -0.0156 0.6363
1341845693.0622 -0.7102 -3.0095 1.4444 -0.7704 -0.0202 -0.0165 0.6371
1341845693.0722 -0.7102 -3.0097 1.4444 -0.7702 -0.0203 -0.0163 0.6373
1341845693.0822 -0.7103 -3.0100 1.4443 -0.7702 -0.0202 -0.0161 0.6373
1341845693.0922 -0.7102 -3.0101 1.4443 -0.7699 -0.0200 -0.0158 0.6377
1341845693.1022 -0.7103 -3.0103 1.4444 -0.7698 -0.0195 -0.0151 0.6379
1341845693.1122 -0.7104 -3.0103 1.4444 -0.7696 -0.0189 -0.0143 0.6381
1341845693.1222 -0.7104 -3.0106 1.4443 -0.7698 -0.0189 -0.0138 0.6378
1341845693.1321 -0.7108 -3.0108 1.4439 -0.7704 -0.0179 -0.0127 0.6372
1341845693.1422 -0.7108 -3.0109 1.4437 -0.7706 -0.0183 -0.0124 0.6370
1341845693.1522 -0.7109 -3.0109 1.4435 -0.7708 -0.0183 -0.0128 0.6367
1341845693.1624 -0.7109 -3.0110 1.4435 -0.7708 -0.0184 -0.0131 0.6366
1341845693.1722 -0.7108 -3.0110 1.4434 -0.7714 -0.0179 -0.0139 0.6360
1341845693.1852 -0.7109 -3.0111 1.4433 -0.7713 -0.0176 -0.0142 0.6360
1341845693.1922 -0.7109 -3.0111 1.4432 -0.7713 -0.0169 -0.0146 0.6361
1341845693.2022 -0.7108 -3.0113 1.4431 -0.7714 -0.0165 -0.0146 0.6359
1341845693.2122 -0.7110 -3.0113 1.4430 -0.7710 -0.0159 -0.0142 0.6365
1341845693.2222 -0.7110 -3.0114 1.4429 -0.7712 -0.0159 -0.0133 0.6363
1341845693.2322 -0.7110 -3.0113 1.4429 -0.7709 -0.0160 -0.0126 0.6366
1341845693.2422 -0.7108 -3.0112 1.4432 -0.7703 -0.0180 -0.0116 0.6373
1341845693.2521 -0.7109 -3.0113 1.4431 -0.7703 -0.0183 -0.0105 0.6373
1341845693.2622 -0.7113 -3.0115 1.4428 -0.7704 -0.0172 -0.0089 0.6373
1341845693.2722 -0.7112 -3.0115 1.4427 -0.7706 -0.0172 -0.0087 0.6370
1341845693.2822 -0.7108 -3.0115 1.4424 -0.7710 -0.0194 -0.0102 0.6365
1341845693.2946 -0.7109 -3.0119 1.4421 -0.7719 -0.0173 -0.0104 0.6354
1341845693.3022 -0.7107 -3.0118 1.4421 -0.7719 -0.0163 -0.0117 0.6355
1341845693.3139 -0.7103 -3.0114 1.4423 -0.7712 -0.0139 -0.0126 0.6364
1341845693.3222 -0.7101 -3.0114 1.4423 -0.7711 -0.0129 -0.0136 0.6364
1341845693.3322 -0.7098 -3.0114 1.4423 -0.7713 -0.0121 -0.0145 0.6362
1341845693.3422 -0.7096 -3.0114 1.4422 -0.7709 -0.0114 -0.0148 0.6367
1341845693.3523 -0.7093 -3.0113 1.4421 -0.7709 -0.0111 -0.0153 0.6367
1341845693.3622 -0.7090 -3.0114 1.4421 -0.7709 -0.0110 -0.0153 0.6367
1341845693.3722 -0.7087 -3.0113 1.4421 -0.7708 -0.0107 -0.0152 0.6368
1341845693.3822 -0.7083 -3.0113 1.4420 -0.7706 -0.0105 -0.0153 0.6370
1341845693.3922 -0.7079 -3.0113 1.4420 -0.7704 -0.0101 -0.0155 0.6373
1341845693.4022 -0.7075 -3.0113 1.4420 -0.7704 -0.0098 -0.0161 0.6373
1341845693.4122 -0.7073 -3.0113 1.4420 -0.7706 -0.0094 -0.0168 0.6370
1341845693.4222 -0.7069 -3.0113 1.4420 -0.7704 -0.0095 -0.0179 0.6372
1341845693.4322 -0.7066 -3.0111 1.4420 -0.7703 -0.0100 -0.0186 0.6373
1341845693.4447 -0.7064 -3.0111 1.4420 -0.7703 -0.0103 -0.0195 0.6373
1341845693.4521 -0.7057 -3.0109 1.4424 -0.7698 -0.0123 -0.0209 0.6378
1341845693.4622 -0.7054 -3.0110 1.4425 -0.7700 -0.0125 -0.0217 0.6376
1341845693.4722 -0.7052 -3.0110 1.4427 -0.7698 -0.0123 -0.0221 0.6378
1341845693.4822 -0.7050 -3.0112 1.4429 -0.7696 -0.0120 -0.0224 0.6380
1341845693.4922 -0.7049 -3.0112 1.4432 -0.7693 -0.0118 -0.0225 0.6384
1341845693.5022 -0.7047 -3.0114 1.4433 -0.7691 -0.0117 -0.0224 0.6387
1341845693.5124 -0.7046 -3.0114 1.4435 -0.7686 -0.0121 -0.0221 0.6393
1341845693.5222 -0.7045 -3.0114 1.4438 -0.7678 -0.0128 -0.0213 0.6402
1341845693.5322 -0.7044 -3.0116 1.4441 -0.7675 -0.0134 -0.0210 0.6406
1341845693.5425 -0.7043 -3.0117 1.4444 -0.7671 -0.0138 -0.0211 0.6410
1341845693.5522 -0.7042 -3.0117 1.4445 -0.7670 -0.0142 -0.0209 0.6412
1341845693.5622 -0.7043 -3.0117 1.4447 -0.7667 -0.0146 -0.0209 0.6414
1341845693.5722 -0.7043 -3.0116 1.4448 -0.7666 -0.0151 -0.0211 0.6416
1341845693.5824 -0.7043 -3.0116 1.4448 -0.7665 -0.0155 -0.0213 0.6416
1341845693.5922 -0.7044 -3.0115 1.4448 -0.7664 -0.0155 -0.0217 0.6418
1341845693.6022 -0.7046 -3.0115 1.4448 -0.7664 -0.0155 -0.0219 0.6418
1341845693.6122 -0.7047 -3.0114 1.4449 -0.7665 -0.0153 -0.0224 0.6417
1341845693.6222 -0.7048 -3.0113 1.4448 -0.7666 -0.0151 -0.0227 0.6416
1341845693.6322 -0.7049 -3.0111 1.4446 -0.7666 -0.0145 -0.0227 0.6416
1341845693.6422 -0.7051 -3.0110 1.4444 -0.7667 -0.0141 -0.0227 0.6415
1341845693.6524 -0.7050 -3.0110 1.4442 -0.7669 -0.0138 -0.0227 0.6412
1341845693.6625 -0.7051 -3.0110 1.4439 -0.7670 -0.0134 -0.0224 0.6412
1341845693.6722 -0.7051 -3.0109 1.4436 -0.7668 -0.0132 -0.0223 0.6414
1341845693.6822 -0.7050 -3.0109 1.4433 -0.7671 -0.0132 -0.0224 0.6410
1341845693.6922 -0.7050 -3.0109 1.4430 -0.7675 -0.0132 -0.0228 0.6405
1341845693.7022 -0.7049 -3.0108 1.4425 -0.7680 -0.0131 -0.0233 0.6399
1341845693.7121 -0.7046 -3.0106 1.4420 -0.7683 -0.0130 -0.0242 0.6395
1341845693.7222 -0.7045 -3.0106 1.4416 -0.7689 -0.0130 -0.0251 0.6388
1341845693.7322 -0.7045 -3.0109 1.4408 -0.7702 -0.0144 -0.0259 0.6371
1341845693.7423 -0.7045 -3.0108 1.4405 -0.7703 -0.0143 -0.0262 0.6370
1341845693.7522 -0.7045 -3.0108 1.4402 -0.7705 -0.0141 -0.0261 0.6367
1341845693.7622 -0.7045 -3.0108 1.4398 -0.7706 -0.0140 -0.0260 0.6366
1341845693.7722 -0.7046 -3.0108 1.4395 -0.7707 -0.0140 -0.0253 0.6365
1341845693.7847 -0.7045 -3.0109 1.4392 -0.7709 -0.0140 -0.0250 0.6364
1341845693.7921 -0.7045 -3.0109 1.4390 -0.7711 -0.0141 -0.0246 0.6361
1341845693.8022 -0.7044 -3.0109 1.4386 -0.7712 -0.0139 -0.0241 0.6359
1341845693.8121 -0.7043 -3.0108 1.4383 -0.7716 -0.0139 -0.0239 0.6355
1341845693.8227 -0.7043 -3.0108 1.4381 -0.7719 -0.0137 -0.0240 0.6351
1341845693.8330 -0.7044 -3.0108 1.4377 -0.7722 -0.0139 -0.0239 0.6347
1341845693.8422 -0.7044 -3.0108 1.4375 -0.7724 -0.0136 -0.0237 0.6345
1341845693.8521 -0.7044 -3.0107 1.4373 -0.7722 -0.0134 -0.0233 0.6348
1341845693.8622 -0.7043 -3.0108 1.4371 -0.7719 -0.0130 -0.0229 0.6352
1341845693.8721 -0.7043 -3.0108 1.4370 -0.7717 -0.0125 -0.0226 0.6355
1341845693.8822 -0.7043 -3.0108 1.4369 -0.7716 -0.0121 -0.0225 0.6356
1341845693.8924 -0.7044 -3.0108 1.4369 -0.7717 -0.0116 -0.0223 0.6355
1341845693.9021 -0.7043 -3.0109 1.4369 -0.7721 -0.0112 -0.0223 0.6350
1341845693.9122 -0.7043 -3.0108 1.4367 -0.7721 -0.0109 -0.0222 0.6350
1341845693.9222 -0.7043 -3.0109 1.4367 -0.7723 -0.0107 -0.0222 0.6348
1341845693.9321 -0.7044 -3.0108 1.4366 -0.7720 -0.0103 -0.0219 0.6352
1341845693.9423 -0.7043 -3.0109 1.4366 -0.7718 -0.0100 -0.0219 0.6354
1341845693.9522 -0.7044 -3.0109 1.4366 -0.7716 -0.0098 -0.0218 0.6356
1341845693.9621 -0.7044 -3.0109 1.4366 -0.7715 -0.0097 -0.0219 0.6358
1341845693.9721 -0.7043 -3.0110 1.4367 -0.7713 -0.0095 -0.0223 0.6360
1341845693.9822 -0.7043 -3.0110 1.4367 -0.7712 -0.0093 -0.0224 0.6361
1341845693.9922 -0.7042 -3.0111 1.4368 -0.7712 -0.0092 -0.0229 0.6361
1341845694.0023 -0.7042 -3.0111 1.4368 -0.7711 -0.0091 -0.0233 0.6363
1341845694.0122 -0.7042 -3.0111 1.4369 -0.7708 -0.0089 -0.0238 0.6365
1341845694.0222 -0.7042 -3.0112 1.4370 -0.7710 -0.0090 -0.0244 0.6362
1341845694.0322 -0.7041 -3.0111 1.4371 -0.7710 -0.0091 -0.0248 0.6363
1341845694.0421 -0.7041 -3.0112 1.4373 -0.7707 -0.0091 -0.0253 0.6366
1341845694.0521 -0.7040 -3.0112 1.4373 -0.7704 -0.0092 -0.0254 0.6369
1341845694.0631 -0.7040 -3.0113 1.4374 -0.7705 -0.0090 -0.0256 0.6368
1341845694.0721 -0.7039 -3.0112 1.4376 -0.7701 -0.0090 -0.0255 0.6373
1341845694.0822 -0.7038 -3.0113 1.4377 -0.7700 -0.0090 -0.0253 0.6375
1341845694.0922 -0.7038 -3.0112 1.4379 -0.7693 -0.0092 -0.0252 0.6383
1341845694.1021 -0.7036 -3.0113 1.4381 -0.7693 -0.0091 -0.0250 0.6383
1341845694.1122 -0.7036 -3.0113 1.4382 -0.7691 -0.0092 -0.0247 0.6386
1341845694.1222 -0.7035 -3.0114 1.4384 -0.7691 -0.0092 -0.0249 0.6386
1341845694.1322 -0.7034 -3.0115 1.4386 -0.7688 -0.0091 -0.0252 0.6389
1341845694.1421 -0.7033 -3.0115 1.4388 -0.7685 -0.0093 -0.0254 0.6393
1341845694.1521 -0.7034 -3.0116 1.4389 -0.7688 -0.0091 -0.0257 0.6389
1341845694.1621 -0.7033 -3.0116 1.4391 -0.7687 -0.0091 -0.0261 0.6391
1341845694.1721 -0.7033 -3.0117 1.4392 -0.7686 -0.0091 -0.0263 0.6391
1341845694.1822 -0.7033 -3.0117 1.4393 -0.7681 -0.0091 -0.0264 0.6397
1341845694.1921 -0.7032 -3.0118 1.4395 -0.7679 -0.0094 -0.0264 0.6400
1341845694.2023 -0.7031 -3.0120 1.4398 -0.7677 -0.0093 -0.0263 0.6402
1341845694.2121 -0.7029 -3.0121 1.4400 -0.7674 -0.0094 -0.0262 0.6406
1341845694.2222 -0.7027 -3.0122 1.4401 -0.7673 -0.0094 -0.0262 0.6407
1341845694.2323 -0.7030 -3.0124 1.4400 -0.7676 -0.0077 -0.0256 0.6404
1341845694.2422 -0.7027 -3.0125 1.4400 -0.7677 -0.0075 -0.0257 0.6403
1341845694.2521 -0.7025 -3.0125 1.4402 -0.7676 -0.0073 -0.0258 0.6404
1341845694.2621 -0.7024 -3.0126 1.4403 -0.7676 -0.0069 -0.0256 0.6404
1341845694.2722 -0.7019 -3.0124 1.4407 -0.7672 -0.0081 -0.0259 0.6409
1341845694.2825 -0.7018 -3.0124 1.4408 -0.7668 -0.0079 -0.0255 0.6413
1341845694.2923 -0.7017 -3.0125 1.4409 -0.7670 -0.0077 -0.0251 0.6411
1341845694.3021 -0.7016 -3.0126 1.4409 -0.7667 -0.0075 -0.0243 0.6415
1341845694.3122 -0.7015 -3.0126 1.4409 -0.7663 -0.0073 -0.0234 0.6420
1341845694.3221 -0.7013 -3.0127 1.4411 -0.7660 -0.0073 -0.0226 0.6424
1341845694.3321 -0.7014 -3.0127 1.4413 -0.7653 -0.0044 -0.0207 0.6433
1341845694.3422 -0.7013 -3.0128 1.4415 -0.7650 -0.0042 -0.0199 0.6437
1341845694.3521 -0.7012 -3.0130 1.4416 -0.7647 -0.0044 -0.0187 0.6441
1341845694.3622 -0.7011 -3.0130 1.4416 -0.7641 -0.0045 -0.0180 0.6448
1341845694.3721 -0.7009 -3.0130 1.4416 -0.7642 -0.0049 -0.0173 0.6447
1341845694.3821 -0.7008 -3.0131 1.4415 -0.7638 -0.0051 -0.0170 0.6452
1341845694.3921 -0.7006 -3.0131 1.4414 -0.7637 -0.0054 -0.0165 0.6454
1341845694.4036 -0.7005 -3.0132 1.4414 -0.7638 -0.0056 -0.0164 0.6452
1341845694.4122 -0.7004 -3.0132 1.4413 -0.7641 -0.0059 -0.0160 0.6449
1341845694.4222 -0.7004 -3.0132 1.4412 -0.7639 -0.0062 -0.0157 0.6451
1341845694.4321 -0.7003 -3.0131 1.4410 -0.7637 -0.0065 -0.0152 0.6453
1341845694.4421 -0.7003 -3.0131 1.4408 -0.7639 -0.0067 -0.0149 0.6451
1341845694.4521 -0.7003 -3.0131 1.4406 -0.7638 -0.0068 -0.0147 0.6452
1341845694.4623 -0.7003 -3.0130 1.4404 -0.7640 -0.0069 -0.0145 0.6450
1341845694.4721 -0.7003 -3.0129 1.4402 -0.7644 -0.0071 -0.0146 0.6446
1341845694.4822 -0.7003 -3.0128 1.4400 -0.7648 -0.0073 -0.0151 0.6440
1341845694.4921 -0.7003 -3.0131 1.4395 -0.7660 -0.0087 -0.0160 0.6426
1341845694.5022 -0.7003 -3.0129 1.4392 -0.7659 -0.0087 -0.0165 0.6427
1341845694.5121 -0.7003 -3.0128 1.4390 -0.7663 -0.0089 -0.0169 0.6421
